"Arsa payı karşılığı kat yapımı sözleşmesi, Türk Borçlar Kanunu'nda düzenlenmiş sözleşme türlerinden biri midir?","Hayır, bu sözleşme Türk Borçlar Kanunu'nda düzenlenmemiş isimsiz bir sözleşmedir."
Arsa payı karşılığı kat yapımı sözleşmesinin hukuki niteliği nedir?,"Karma sözleşmelerden ""çifte tipli"" bir sözleşmedir."
Arsa payı karşılığı kat yapımı sözleşmesinde arsa sahibinin temel borcu nedir?,Belirlenen arsa paylarını yükleniciye devretmektir.
Arsa payı karşılığı kat yapımı sözleşmesinde yüklenicinin (müteahhit) temel borcu nedir?,Arsa üzerinde bağımsız bölümler inşa etmek ve arsa sahibine düşen kısımları teslim etmektir.
Edimlerin ifa biçimi açısından arsa payı karşılığı kat yapımı sözleşmesi ne tür bir sözleşmedir?,İki tarafa borç yükleyen ani edimli bir sözleşmedir.
Arsa payı karşılığı kat yapımı sözleşmesinin geçerli olması için hangi şekil şartına uyulmalıdır?,Noter tarafından düzenleme şeklinde resmi biçimde yapılmalıdır.
"Arsa payı karşılığı kat yapımı sözleşmesinde ""ücret"" nedir?",Para yerine yükleniciye devredilecek olan arsa paylarıdır.
Arsa payı karşılığı kat yapımı sözleşmesinin unsurları nelerdir?,"Arsa paylarını devir borcu, kat yapma borcu ve taraflar arasındaki anlaşmadır."
"Arsa sahibi, arsa paylarını hangi iki ana yöntemle devredebilir?",Mülkiyeti doğrudan devrederek veya inşaatın aşamasına göre kısım kısım devrederek.
Kat Mülkiyeti Kanunu'na göre bağımsız mülkiyete konu olan bölümlere ne ad verilir?,Bağımsız bölüm.
"Sözleşmede kullanılan ""kat"" ifadesi yerine doktrinde hangi ifadenin kullanılmasının daha doğru olduğu belirtilmiştir?",Bağımsız bölüm.
Yüklenicinin borçlandığı iki temel edim nedir?,Bina yapmak ve arsa sahibine ait bağımsız bölümleri devretmektir.
Arsa payı karşılığı kat yapımı sözleşmesinde şekil şartı ispat şartı mıdır yoksa geçerlilik şartı mıdır?,Bir geçerlilik şartıdır.
Arsa payı karşılığı kat yapımı sözleşmesi hangi iki kanuni sözleşme tipinin unsurlarını birleştirir?,Taşınmaz satımı ve eser sözleşmesi.
Ani edimli borç ilişkilerinde borç ne zaman sona erer?,Edimin ifasıyla aynı anda sona erer.
"Sözleşmenin ""sürekli borç ilişkisi"" olarak nitelendirilmesinin temel sonucu nedir?",Sözleşmenin ileriye etkili olarak sona erdirilmesidir.
"Sözleşmenin ""ani edimli"" olarak nitelendirilmesinin temel sonucu nedir?",Sözleşmenin geçmişe yönelik (geriye etkili) olarak sona erdirilmesidir.
Yüklenicinin kendisine düşen payları üçüncü kişilere satması hukuki olarak nasıl nitelendirilir?,Alacağın devri (temlik).
Uygulamada en sık karşılaşılan arsa payı devri yöntemi hangisidir?,Arsa sahibinin arsa paylarını satış vaadi ve yüklenicinin inşaat taahhüdü.
Arsanın tamamen yükleniciye devredildiği durumda arsa sahibinin hakları genellikle nasıl güvence altına alınır?,Arsa payları üzerinde arsa sahibi lehine ipotek kurularak.
Taşınmaz satış vaatlerini düzenlemeye yetkili makamlar hangileridir?,Noterlikler ve tapu memurları.
Resmi şekle uyulmadan yapılan bir arsa payı karşılığı kat yapımı sözleşmesinin yaptırımı nedir?,Kesin hükümsüzlük (mutlak butlan).
Hangi durumlarda şekil noksanlığını ileri sürmek hakkın kötüye kullanılması sayılabilir?,"Edimlerin büyük oranda veya tamamen, bilerek ve isteyerek ifa edildiği durumlarda."
"Yargıtay İçtihadı Birleştirme Kararı'na göre, hangi şartla geçersiz sözleşmeye dayalı tescil davası kabul edilebilir?",Alıcının tüm borçlarını eda etmesi ve satıcının bağımsız bölümü teslim etmesi şartıyla.
Yüklenicinin borçlarını yerine getirirken uyması gereken temel yükümlülük nedir?,Sadakat ve özen borcu.
"Yüklenici, arsa sahibinden aldığı malzemenin ayıplı olduğunu fark ederse ne yapmalıdır?",Durumu derhal arsa sahibine bildirmelidir.
"Yüklenici, inşaatı bizzat mı yapmak zorundadır?","Kural olarak bizzat veya kendi idaresi altında yaptırmalıdır, ancak kişisel yetenek önemli değilse başkasına yaptırabilir."
"Yüklenicinin işi devrettiği, bağımsız ve kendi hesabına çalışan yardımcı kişiye ne ad verilir?",Alt yüklenici.
İnşaatın teslim borcunun ifa yeri neresidir?,İnşaatın bulunduğu yerdir.
Yüklenicinin ayıba karşı tekeffül sorumluluğunun başlaması için gereken temel şart nedir?,İnşaatın tamamlanarak teslim edilmiş olmasıdır.
Açık ayıp durumunda iş sahibinin yükümlülüğü nedir?,Eseri imkan bulur bulmaz gözden geçirmek ve ayıpları uygun bir sürede bildirmektir.
Taşınmaz yapılarda ayıba karşı açılacak davalar kural olarak kaç yılda zamanaşımına uğrar?,Beş yıl.
"Yüklenicinin ağır kusuru varsa, ayıplı esere ilişkin zamanaşımı süresi kaç yıldır?",Yirmi yıl.
İnşaat ruhsatını alma yükümlülüğü yasal olarak kime aittir?,Arsa sahibine aittir (sözleşme ile yükleniciye devredilebilir).
Oturma izni (iskan) almak için temel şart nedir?,İnşaatın tamamen bitmiş olmasıdır.
Arsa sahibinin arsa paylarını devir borcu ne zaman muaccel olur?,Yüklenicinin işi tamamlayıp teslim etmesiyle.
Yüklenici belirlenen sürede inşaatı bitirmezse hangi hukuki duruma düşer?,Borçlu temerrüdü.
Borçlu temerrüdü nedeniyle sözleşmeyi feshetmek için kural olarak ne gereklidir?,Yükleniciye uygun bir ek süre verilmesi (veya sürenin mahkemece tayini).
Hangi durumlarda yükleniciye ek süre verilmesine gerek yoktur?,"Süre verilmesinin etkisiz olacağı anlaşılıyorsa, ifa yararsız kalmışsa veya kesin vade varsa."
Aynen ifa ile birlikte gecikme tazminatı istenebilmesi için yüklenicinin kusurlu olması şart mıdır?,Aynen ifa için kusur aranmaz ancak gecikme tazminatı için kusur şarttır.
Gecikme tazminatının hukuki niteliği nedir?,Müsbet zarar.
"İfaya eklenen cezai şartın olduğu durumlarda, ceza miktarını aşan zarar nasıl talep edilebilir?",Yüklenicinin kusurunun kanıtlanması şartıyla.
"Arsa sahibinin aynen ifadan vazgeçip ""müsbet zararının tazminini"" istemesi ne anlama gelir?",Sözleşme ifa edilseydi arsa sahibinin sahip olacağı ekonomik durumun sağlanmasıdır.
Sözleşmeden dönme durumunda talep edilen tazminat türü hangisidir?,Menfi zarar.
İnşaat teslimden önce beklenmedik bir olayla yok olursa hasara kim katlanır?,Kural olarak yüklenici (çalışması ve masrafları için ücret isteyemez).
TBK m. 484'e göre arsa sahibinin sözleşmeyi feshetme yetkisinin şartı nedir?,Yüklenicinin o ana kadar yaptığı tüm masrafları ödemek ve tam tazminat vermek.
Yüklenicinin ölümü hangi durumda sözleşmeyi sona erdirir?,Sözleşme yüklenicinin kişisel becerileri göz önünde tutularak yapılmışsa.
"TBK m. 480/2 uyarınca ""öngörülemeyen haller"" nedeniyle yüklenicinin hakları nelerdir?",Hâkimden sözleşmenin uyarlanmasını isteme veya sözleşmeden dönme/fesih hakkı.
Yüklenici işe zamanında başlamazsa arsa sahibi hangi maddeye dayanarak sözleşmeyi feshedebilir?,TBK m. 473 f. 1.
İleriye etkili fesih durumunda yüklenicinin yaptığı kısmi ifa nasıl değerlendirilir?,"Yüklenici, yaptığı işin oranına isabet eden arsa payının devrini isteyebilir."
Arsa payı karşılığı kat yapımı sözleşmesi hangi kanunlarda düzenlenen hükümleri içerir?,TMK (mülkiyet) ve TBK (eser ve satış) hükümleri.
Noterlik Kanunu m. 60 uyarınca taşınmaz satış vaatleri hangi şekilde yapılmalıdır?,Düzenleme şeklinde.
Gizli ayıp ortaya çıktığında arsa sahibinin bildirim yükümlülüğü nedir?,Ayıbı fark eder etmez durumu derhal yükleniciye bildirmelidir.
Arsa payı karşılığı kat yapımı sözleşmesinde emlak vergisini kural olarak kim öder?,Tapuda malik olarak görünen kişi (arsa sahibi).
Hangi durumda arsa sahibi inşaatın üçüncü kişiye yaptırılacağını (nam-ı hesaba ifa) ihtar edebilir?,İnşaatın ayıplı veya sözleşmeye aykırı yapılacağı kesinlikle tahmin ediliyorsa.
Yüklenicinin aczi (iflası vb.) durumunda sözleşme ne zaman sona erer?,Kişisel nitelikler önemliyse ve aciz devamlı nitelikteyse.
"Arsa sahibi, yüklenicinin temerrüdü üzerine seçimlik haklarını ne zaman kullanmalıdır?",Makul bir süre içerisinde.
Sözleşmeden dönme halinde taraflar edimlerini hangi hükümlere göre geri ister?,Sebepsiz zenginleşme hükümlerine göre.
"Aynen ifa davası açan arsa sahibi, aynı zamanda gecikme tazminatı isteyebilir mi?","Evet, her iki hak birlikte talep edilebilir."
Bağımsız bölümün kabul edilemeyecek kadar kusurlu olması durumunda arsa sahibinin hakkı nedir?,Sözleşmeyi feshetmek (veya bedel indirimi/onarım istemek).
Yargıtay'a göre inşaatın %90'ı bitmişse hangi tür fesih kararı verilemez?,Geriye etkili fesih kararı verilemez (ileriye etkili fesih uygulanır).
Karma sözleşmelerde kanun hükümleri doğrudan mı uygulanır?,"Hayır, kural olarak kıyas yoluyla uygulanır."
Arsa payı karşılığı kat yapımı sözleşmesinde tarafların her ikisi de aynı zamanda ne durumundadır?,Hem alacaklı hem de borçlu durumundadır.
Yüklenicinin ayıba karşı tekeffül borcu kapsamına girmeyen durum nedir?,Arsa sahibinin verdiği yanlış talimatta ısrar etmesi sonucu oluşan kusurlar.
Bağımsız bölümün muayenesi ne zaman yapılabilir?,İnşaatın teslim edilmesinden sonra.
Kat irtifakı kurulmuş bir arsada arsa payı kat irtifakından ayrı devredilebilir mi?,"Hayır, arsa payı kat irtifakına bağlıdır ve ayrı devredilemez."
"Yüklenicinin temerrüdü nedeniyle arsa sahibinin uğradığı ""kira kaybı"" hangi zarar türüne girer?",Müsbet zarar (yoksun kalınan kâr).
TBK m. 480/2'deki uyarlama davasında yetkili kişi kimdir?,Hâkim.
Fesih ihbarı karşı tarafa ulaştıktan sonra geri alınabilir mi?,"Hayır, bozucu yenilik doğuran bir hak olduğu için geri alınamaz."
"Arsa sahibi, yüklenicinin ayıplı ifasından dolayı üçüncü kişiye karşı sorumlu olursa ne yapabilir?",Yükleniciye rücu edebilir.
"İfadan vazgeçip müsbet zarar isteyen arsa sahibi, kendi edimini yerine getirmeli midir?","Hayır, kendi edimini (arsa devri) yerine getirmekten kurtulur."
Arsa payı karşılığı kat yapımı sözleşmesi hukuki açıdan hangi iki borç ilişkisini içinde barındırır?,Verme borcu ve yapma borcu.
"Düzenleme şeklinde yapılmayan bir sözleşme tapuda ""satış"" olarak gösterilirse geçerli olur mu?","Hayır, muvazaa nedeniyle kural olarak geçersizdir (ancak TMK 2 istisnası saklıdır)."
İnşaatın teslim tarihi sözleşmede açıkça belirtilmemişse nasıl belirlenir?,İşin mahiyetine ve dürüstlük kuralına göre belirlenir.
Yüklenicinin temerrüdünde arsa sahibi ifadan vazgeçtiğini derhal bildirmezse ne olur?,Aynen ifa ve gecikme tazminatı istediği varsayılır.